ncalls, tottime, percall, cumtime, percall, filename:lineno(function)
2, 0.000, 0.000, 0.000, 0.000, traceable_stack.py:101(pop_obj)
4, 0.000, 0.000, 0.000, 0.000, object_identity.py:35(unwrapped)
1, 0.000, 0.000, 0.000, 0.000, context.py:233(get_context)
1, 0.000, 0.000, 0.000, 0.000, func_graph.py:1045(deferred_external_captures)
4, 0.000, 0.000, 0.000, 0.000, function_type.py:132(captures)
1, 0.000, 0.000, 0.000, 0.000, api.py:651(convert)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:688(__init__)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:654(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:179(__init__)
3, 0.000, 0.000, 0.000, 0.000, variable_scope.py:1193(use_resource)
5, 0.000, 0.000, 0.000, 0.000, {method, 'WhichOneof' of 'google.protobuf.pyext._message.CMessage' objects}
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:272(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:123(Semaphore)
4, 0.000, 0.000, 0.000, 0.000, device_spec.py:266(job)
4, 0.000, 0.000, 0.000, 0.000, device_spec.py:274(task)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:1053(<listcomp>)
5, 0.000, 0.000, 0.000, 0.000, {method, 'find' of 'str' objects}
20, 0.000, 0.000, 0.000, 0.000, {method, 'isalnum' of 'str' objects}
2, 0.000, 0.000, 0.000, 0.000, origin_info.py:158(__init__)
2, 0.000, 0.000, 0.000, 0.000, sre_compile.py:619(isstring)
1, 0.000, 0.000, 0.000, 0.000, {method, '__enter__' of '_io._IOBase' objects}
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:258(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, api.py:196(get_extra_locals)
1, 0.000, 0.000, 0.000, 0.000, six.py:190(find_spec)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:227(_releaseLock)
4, 0.000, 0.000, 0.000, 0.000, device_spec.py:282(device_index)
2, 0.000, 0.000, 0.000, 0.000, save_context.py:42(in_save_context)
12, 0.000, 0.000, 0.000, 0.000, {method, '__enter__' of '_thread.lock' objects}
3, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp.is_frozen}
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap>:406(has_location)
3, 0.000, 0.000, 0.000, 0.000, <frozen, importlib._bootstrap_external>:841(create_module)
4, 0.000, 0.000, 0.000, 0.000, device_spec.py:270(replica)
4, 0.000, 0.000, 0.000, 0.000, device_spec.py:278(device_type)
18, 0.000, 0.000, 0.000, 0.000, {method, 'index' of 'list' objects}
1, 0.000, 0.000, 0.000, 0.000, function_wrappers.py:79(__exit__)
2, 0.000, 0.000, 0.000, 0.000, sre_compile.py:477(_get_iscased)
2, 0.000, 0.000, 0.000, 0.000, sre_parse.py:82(groups)
3, 0.000, 0.000, 0.000, 0.000, type_check.py:206(_is_type_dispatcher)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:211(<dictcomp>)
3, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1785(graph)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:90(_make_methods)
1, 0.000, 0.000, 0.000, 0.000, __init__.py:1675(getEffectiveLevel)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_MonitoringCounterCellIncrementBy}
2, 0.000, 0.000, 0.000, 0.000, type_spec.py:179(<genexpr>)
2, 0.000, 0.000, 0.000, 0.000, func_graph.py:603(outer_graph)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method FromString}
1, 0.000, 0.000, 0.000, 0.000, {built-in, method nt._getfullpathname}
4, 0.000, 0.000, 0.000, 0.000, {method, 'extend' of 'bytearray' objects}
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:683(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:899(<dictcomp>)
3, 0.000, 0.000, 0.000, 0.000, std.py:165(colour)
1, 0.000, 0.000, 0.000, 0.000, six.py:194(find_spec)
1, 0.000, 0.000, 0.000, 0.000, device_spec.py:335(<listcomp>)
3, 0.000, 0.000, 0.000, 0.000, func_graph.py:169(captures)
3, 0.000, 0.000, 0.000, 0.000, jsonutil.py:52(encode_images)
2, 0.000, 0.000, 0.000, 0.000, type_spec.py:161(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, function_spec.py:297(is_method)
1, 0.000, 0.000, 0.000, 0.000, type_dispatch.py:38(__init__)
2, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp._fix_co_filename}
2, 0.000, 0.000, 0.000, 0.000, functions.py:30(__init__)
1, 0.000, 0.000, 0.000, 0.000, traitlets.py:2510(validate)
2, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python.client._pywrap_tf_session.TF_OperationDevice}
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:390(validate_inputs_with_signature)
4, 0.000, 0.000, 0.000, 0.000, {method, 'rsplit' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, function_wrappers.py:70(__enter__)
1, 0.000, 0.000, 0.000, 0.000, std.py:100(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:805(disable)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:184(RLock)
1, 0.000, 0.000, 0.000, 0.000, nest.py:331(is_nested_or_composite)
1, 0.000, 0.000, 0.000, 0.000, {method, 'write' of '_io.TextIOWrapper' objects}
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:159(Lock)
1, 0.000, 0.000, 0.000, 0.000, __autograph_generated_file6jojo59y.py:4(inner_factory)
1, 0.000, 0.000, 0.000, 0.000, __autograph_generated_file6jojo59y.py:2(outer_factory)
2, 0.000, 0.000, 0.000, 0.000, sre_parse.py:169(__setitem__)
15, 0.000, 0.000, 0.000, 0.000, {method, 'values' of 'collections.OrderedDict' objects}
1, 0.000, 0.000, 0.000, 0.000, liveness.py:53(lamba_check)
1, 0.000, 0.000, 0.000, 0.000, transpiler.py:247(get_transformed_name)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:261(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, synchronize.py:142(BoundedSemaphore)
2, 0.000, 0.000, 0.000, 0.000, functools.py:420(_unwrap_partial)
1, 0.000, 0.000, 0.000, 0.000, trace_type_builder.py:42(add_listener)
8, 0.000, 0.000, 0.000, 0.000, {method, 'decode' of 'bytes' objects}
8, 0.000, 0.000, 0.000, 0.000, {method, 'strip' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:597(__init__)
2, 0.000, 0.000, 0.000, 0.000, trace_type_builder.py:82(deletion_observer)
2, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:117(_serialize)
2, 0.000, 0.000, 0.000, 0.000, tensor_spec.py:214(value_type)
1, 0.000, 0.000, 0.000, 0.000, op_def_library.py:181(_MakeBool)
2, 0.000, 0.000, 0.000, 0.000, from_tensor_slices_op.py:56(element_spec)
1, 0.000, 0.000, 0.000, 0.000, converter.py:239(__init__)
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:694(__exit__)
1, 0.000, 0.000, 0.000, 0.000, threading.py:757(_newname)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TF_IsMlirBridgeEnabled}
1, 0.000, 0.000, 0.000, 0.000, context.py:1475(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, ops.py:5323(prevent_fetching)
16, 0.000, 0.000, 0.000, 0.000, {method, 'bit_length' of 'int' objects}
2, 0.000, 0.000, 0.000, 0.000, contextlib.py:691(__enter__)
1, 0.000, 0.000, 0.000, 0.000, copyreg.py:94(__newobj__)
1, 0.000, 0.000, 0.000, 0.000, data_structures.py:807(<dictcomp>)
2, 0.000, 0.000, 0.000, 0.000, structured_function.py:305(function)
1, 0.000, 0.000, 0.000, 0.000, {method, 'MergeFrom' of 'google.protobuf.pyext._message.CMessage' objects}
2, 0.000, 0.000, 0.000, 0.000, {method, 'tobytes' of 'numpy.ndarray' objects}
3, 0.000, 0.000, 0.000, 0.000, {method, 'difference' of 'set' objects}
9, 0.000, 0.000, 0.000, 0.000, {built-in, method builtins.abs}
2, 0.000, 0.000, 0.000, 0.000, function_spec.py:224(default_values)
2, 0.000, 0.000, 0.000, 0.000, {built-in, method atexit.register}
1, 0.000, 0.000, 0.000, 0.000, call_trees.py:40(__init__)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:284(gettempdir)
2, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:4508(_inputs)
1, 0.000, 0.000, 0.000, 0.000, __autograph_generated_file6jojo59y.py:2(<module>)
1, 0.000, 0.000, 0.000, 0.000, threading.py:1147(daemon)
1, 0.000, 0.000, 0.000, 0.000, tempfile.py:229(_get_candidate_names)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:87(get_effective_source_map)
4, 0.000, 0.000, 0.000, 0.000, {built-in, method sys.audit}
1, 0.000, 0.000, 0.000, 0.000, transpiler.py:198(<genexpr>)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method tensorflow.python._pywrap_tfe.TF_ListPluggablePhysicalDevices}
1, 0.000, 0.000, 0.000, 0.000, monitoring.py:157(__init__)
1, 0.000, 0.000, 0.000, 0.000, structured_function.py:44(_should_pack)
1, 0.000, 0.000, 0.000, 0.000, type_dispatch.py:99(_cache_dispatch)
1, 0.000, 0.000, 0.000, 0.000, inspect.py:511(_is_wrapper)
1, 0.000, 0.000, 0.000, 0.000, control_flow_util.py:46(EnableControlFlowV2)
1, 0.000, 0.000, 0.000, 0.000, context.py:197(get_start_method)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:449(<dictcomp>)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1401(<genexpr>)
3, 0.000, 0.000, 0.000, 0.000, {method, 'setter' of 'property' objects}
3, 0.000, 0.000, 0.000, 0.000, {method, 'to_bytes' of 'int' objects}
1, 0.000, 0.000, 0.000, 0.000, {built-in, method _imp.extension_suffixes}
1, 0.000, 0.000, 0.000, 0.000, util.py:48(debug)
1, 0.000, 0.000, 0.000, 0.000, cond_v2.py:1265(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, context.py:172(executor_type)
1, 0.000, 0.000, 0.000, 0.000, monitoring.py:472(__init__)
1, 0.000, 0.000, 0.000, 0.000, func_graph.py:1048(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1795(structured_input_signature)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:1950(<listcomp>)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:2296(__init__)
4, 0.000, 0.000, 0.000, 0.000, {method, 'isdigit' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, __init__.py:1276(disable)
1, 0.000, 0.000, 0.000, 0.000, _compat.py:51(find_spec)
1, 0.000, 0.000, 0.000, 0.000, structured_function.py:65(_should_unpack)
1, 0.000, 0.000, 0.000, 0.000, tracing_compiler.py:142(function_spec)
1, 0.000, 0.000, 0.000, 0.000, monomorphic_function.py:2299(release)
1, 0.000, 0.000, 0.000, 0.000, {built-in, method _sre.compile}
1, 0.000, 0.000, 0.000, 0.000, api.py:219(get_caching_key)
1, 0.000, 0.000, 0.000, 0.000, image_ops_impl.py:514(<lambda>)
1, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:646(items)
1, 0.000, 0.000, 0.000, 0.000, traitlets.py:2383(subclass_init)
1, 0.000, 0.000, 0.000, 0.000, dataset_ops.py:5573(_transformation_name)
1, 0.000, 0.000, 0.000, 0.000, polymorphic_function.py:441(functions_run_eagerly)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:329(vararg_name)
7, 0.000, 0.000, 0.000, 0.000, {method, 'items' of 'collections.OrderedDict' objects}
4, 0.000, 0.000, 0.000, 0.000, {method, 'discard' of 'set' objects}
2, 0.000, 0.000, 0.000, 0.000, {built-in, method sys.settrace}
1, 0.000, 0.000, 0.000, 0.000, traitlets.py:2679(subclass_init)
1, 0.000, 0.000, 0.000, 0.000, context.py:168(executor_type)
1, 0.000, 0.000, 0.000, 0.000, tf_stack.py:110(get_filtered_filenames)
1, 0.000, 0.000, 0.000, 0.000, function_spec.py:317(is_pure)
4, 0.000, 0.000, 0.000, 0.000, memory_profiler.py:1167(<genexpr>)
2, 0.000, 0.000, 0.000, 0.000, {method, 'lstrip' of 'str' objects}
4, 0.000, 0.000, 0.000, 0.000, {method, 'isalpha' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, {method, 'intersection' of 'set' objects}
1, 0.000, 0.000, 0.000, 0.000, {method, 'mro' of 'type' objects}
1, 0.000, 0.000, 0.000, 0.000, {method, 'close' of '_io.TextIOWrapper' objects}
1, 0.000, 0.000, 0.000, 0.000, {method, 'insert' of 'list' objects}
2, 0.000, 0.000, 0.000, 0.000, {method, 'partition' of 'str' objects}
1, 0.000, 0.000, 0.000, 0.000, {built-in, method sys.getrecursionlimit}
1, 0.000, 0.000, 0.000, 0.000, {method, 'disable' of '_lsprof.Profiler' objects}
1, 0.000, 0.000, 0.000, 0.000, {built-in, method sys.gettrace}


